id,word,meaningVi,topic,cefr,example,pooTip,quiz
204,yellow,nghĩa cơ bản của 'yellow',colors_numbers,A1,I can use 'yellow' in a simple sentence.,"Học từ 'yellow' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'yellow' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
205,black,nghĩa cơ bản của 'black',colors_numbers,A1,I can use 'black' in a simple sentence.,"Học từ 'black' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'black' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
206,white,nghĩa cơ bản của 'white',colors_numbers,A1,I can use 'white' in a simple sentence.,"Học từ 'white' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'white' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
207,pink,nghĩa cơ bản của 'pink',colors_numbers,A1,I can use 'pink' in a simple sentence.,"Học từ 'pink' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'pink' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
208,purple,nghĩa cơ bản của 'purple',colors_numbers,A1,I can use 'purple' in a simple sentence.,"Học từ 'purple' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'purple' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
209,orange,nghĩa cơ bản của 'orange',colors_numbers,A1,I can use 'orange' in a simple sentence.,"Học từ 'orange' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'orange' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
210,brown,nghĩa cơ bản của 'brown',colors_numbers,A1,I can use 'brown' in a simple sentence.,"Học từ 'brown' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'brown' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
211,one,nghĩa cơ bản của 'one',colors_numbers,A1,I can use 'one' in a simple sentence.,"Học từ 'one' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'one' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
212,two,nghĩa cơ bản của 'two',colors_numbers,A1,I can use 'two' in a simple sentence.,"Học từ 'two' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'two' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
213,three,nghĩa cơ bản của 'three',colors_numbers,A1,I can use 'three' in a simple sentence.,"Học từ 'three' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'three' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
214,four,nghĩa cơ bản của 'four',colors_numbers,A1,I can use 'four' in a simple sentence.,"Học từ 'four' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'four' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
215,five,nghĩa cơ bản của 'five',colors_numbers,A1,I can use 'five' in a simple sentence.,"Học từ 'five' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'five' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
216,six,nghĩa cơ bản của 'six',colors_numbers,A1,I can use 'six' in a simple sentence.,"Học từ 'six' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'six' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
217,seven,nghĩa cơ bản của 'seven',colors_numbers,A1,I can use 'seven' in a simple sentence.,"Học từ 'seven' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'seven' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
218,eight,nghĩa cơ bản của 'eight',colors_numbers,A1,I can use 'eight' in a simple sentence.,"Học từ 'eight' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'eight' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
219,nine,nghĩa cơ bản của 'nine',colors_numbers,A1,I can use 'nine' in a simple sentence.,"Học từ 'nine' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'nine' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
220,ten,nghĩa cơ bản của 'ten',colors_numbers,A1,I can use 'ten' in a simple sentence.,"Học từ 'ten' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'ten' thuộc chủ đề nào?"", 'answer': 'colors_numbers'}"
221,weather,nghĩa cơ bản của 'weather',weather,A1,I can use 'weather' in a simple sentence.,"Học từ 'weather' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'weather' thuộc chủ đề nào?"", 'answer': 'weather'}"
222,sunny,nghĩa cơ bản của 'sunny',weather,A1,I can use 'sunny' in a simple sentence.,"Học từ 'sunny' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sunny' thuộc chủ đề nào?"", 'answer': 'weather'}"
223,rainy,nghĩa cơ bản của 'rainy',weather,A1,I can use 'rainy' in a simple sentence.,"Học từ 'rainy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'rainy' thuộc chủ đề nào?"", 'answer': 'weather'}"
224,cloudy,nghĩa cơ bản của 'cloudy',weather,A1,I can use 'cloudy' in a simple sentence.,"Học từ 'cloudy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cloudy' thuộc chủ đề nào?"", 'answer': 'weather'}"
225,windy,nghĩa cơ bản của 'windy',weather,A1,I can use 'windy' in a simple sentence.,"Học từ 'windy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'windy' thuộc chủ đề nào?"", 'answer': 'weather'}"
226,hot,nghĩa cơ bản của 'hot',weather,A1,I can use 'hot' in a simple sentence.,"Học từ 'hot' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'hot' thuộc chủ đề nào?"", 'answer': 'weather'}"
227,cold,nghĩa cơ bản của 'cold',weather,A1,I can use 'cold' in a simple sentence.,"Học từ 'cold' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cold' thuộc chủ đề nào?"", 'answer': 'weather'}"
228,warm,nghĩa cơ bản của 'warm',weather,A1,I can use 'warm' in a simple sentence.,"Học từ 'warm' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'warm' thuộc chủ đề nào?"", 'answer': 'weather'}"
229,cool,nghĩa cơ bản của 'cool',weather,A1,I can use 'cool' in a simple sentence.,"Học từ 'cool' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cool' thuộc chủ đề nào?"", 'answer': 'weather'}"
230,storm,nghĩa cơ bản của 'storm',weather,A1,I can use 'storm' in a simple sentence.,"Học từ 'storm' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'storm' thuộc chủ đề nào?"", 'answer': 'weather'}"
231,snow,nghĩa cơ bản của 'snow',weather,A1,I can use 'snow' in a simple sentence.,"Học từ 'snow' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'snow' thuộc chủ đề nào?"", 'answer': 'weather'}"
232,sky,nghĩa cơ bản của 'sky',weather,A1,I can use 'sky' in a simple sentence.,"Học từ 'sky' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sky' thuộc chủ đề nào?"", 'answer': 'weather'}"
233,sun,nghĩa cơ bản của 'sun',weather,A1,I can use 'sun' in a simple sentence.,"Học từ 'sun' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sun' thuộc chủ đề nào?"", 'answer': 'weather'}"
234,moon,nghĩa cơ bản của 'moon',weather,A1,I can use 'moon' in a simple sentence.,"Học từ 'moon' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'moon' thuộc chủ đề nào?"", 'answer': 'weather'}"
235,star,nghĩa cơ bản của 'star',weather,A1,I can use 'star' in a simple sentence.,"Học từ 'star' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'star' thuộc chủ đề nào?"", 'answer': 'weather'}"
236,rain,nghĩa cơ bản của 'rain',weather,A1,I can use 'rain' in a simple sentence.,"Học từ 'rain' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'rain' thuộc chủ đề nào?"", 'answer': 'weather'}"
237,wind,nghĩa cơ bản của 'wind',weather,A1,I can use 'wind' in a simple sentence.,"Học từ 'wind' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'wind' thuộc chủ đề nào?"", 'answer': 'weather'}"
238,cloud,nghĩa cơ bản của 'cloud',weather,A1,I can use 'cloud' in a simple sentence.,"Học từ 'cloud' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cloud' thuộc chủ đề nào?"", 'answer': 'weather'}"
239,season,nghĩa cơ bản của 'season',weather,A1,I can use 'season' in a simple sentence.,"Học từ 'season' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'season' thuộc chủ đề nào?"", 'answer': 'weather'}"
240,temperature,nghĩa cơ bản của 'temperature',weather,A1,I can use 'temperature' in a simple sentence.,"Học từ 'temperature' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'temperature' thuộc chủ đề nào?"", 'answer': 'weather'}"
241,buy,nghĩa cơ bản của 'buy',shopping,A1,I can use 'buy' in a simple sentence.,"Học từ 'buy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'buy' thuộc chủ đề nào?"", 'answer': 'shopping'}"
242,sell,nghĩa cơ bản của 'sell',shopping,A1,I can use 'sell' in a simple sentence.,"Học từ 'sell' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sell' thuộc chủ đề nào?"", 'answer': 'shopping'}"
243,price,nghĩa cơ bản của 'price',shopping,A1,I can use 'price' in a simple sentence.,"Học từ 'price' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'price' thuộc chủ đề nào?"", 'answer': 'shopping'}"
244,cheap,nghĩa cơ bản của 'cheap',shopping,A1,I can use 'cheap' in a simple sentence.,"Học từ 'cheap' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cheap' thuộc chủ đề nào?"", 'answer': 'shopping'}"
245,expensive,nghĩa cơ bản của 'expensive',shopping,A1,I can use 'expensive' in a simple sentence.,"Học từ 'expensive' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'expensive' thuộc chủ đề nào?"", 'answer': 'shopping'}"
246,money,nghĩa cơ bản của 'money',shopping,A1,I can use 'money' in a simple sentence.,"Học từ 'money' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'money' thuộc chủ đề nào?"", 'answer': 'shopping'}"
247,cash,nghĩa cơ bản của 'cash',shopping,A1,I can use 'cash' in a simple sentence.,"Học từ 'cash' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'cash' thuộc chủ đề nào?"", 'answer': 'shopping'}"
248,card,nghĩa cơ bản của 'card',shopping,A1,I can use 'card' in a simple sentence.,"Học từ 'card' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'card' thuộc chủ đề nào?"", 'answer': 'shopping'}"
249,store,nghĩa cơ bản của 'store',shopping,A1,I can use 'store' in a simple sentence.,"Học từ 'store' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'store' thuộc chủ đề nào?"", 'answer': 'shopping'}"
250,discount,nghĩa cơ bản của 'discount',shopping,A1,I can use 'discount' in a simple sentence.,"Học từ 'discount' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'discount' thuộc chủ đề nào?"", 'answer': 'shopping'}"
251,size,nghĩa cơ bản của 'size',shopping,A1,I can use 'size' in a simple sentence.,"Học từ 'size' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'size' thuộc chủ đề nào?"", 'answer': 'shopping'}"
252,small,nghĩa cơ bản của 'small',shopping,A1,I can use 'small' in a simple sentence.,"Học từ 'small' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'small' thuộc chủ đề nào?"", 'answer': 'shopping'}"
253,large,nghĩa cơ bản của 'large',shopping,A1,I can use 'large' in a simple sentence.,"Học từ 'large' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'large' thuộc chủ đề nào?"", 'answer': 'shopping'}"
254,medium,nghĩa cơ bản của 'medium',shopping,A1,I can use 'medium' in a simple sentence.,"Học từ 'medium' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'medium' thuộc chủ đề nào?"", 'answer': 'shopping'}"
255,try,nghĩa cơ bản của 'try',shopping,A1,I can use 'try' in a simple sentence.,"Học từ 'try' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'try' thuộc chủ đề nào?"", 'answer': 'shopping'}"
256,choose,nghĩa cơ bản của 'choose',shopping,A1,I can use 'choose' in a simple sentence.,"Học từ 'choose' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'choose' thuộc chủ đề nào?"", 'answer': 'shopping'}"
257,pay,nghĩa cơ bản của 'pay',shopping,A1,I can use 'pay' in a simple sentence.,"Học từ 'pay' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'pay' thuộc chủ đề nào?"", 'answer': 'shopping'}"
258,order,nghĩa cơ bản của 'order',shopping,A1,I can use 'order' in a simple sentence.,"Học từ 'order' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'order' thuộc chủ đề nào?"", 'answer': 'shopping'}"
259,receipt,nghĩa cơ bản của 'receipt',shopping,A1,I can use 'receipt' in a simple sentence.,"Học từ 'receipt' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'receipt' thuộc chủ đề nào?"", 'answer': 'shopping'}"
260,sale,nghĩa cơ bản của 'sale',shopping,A1,I can use 'sale' in a simple sentence.,"Học từ 'sale' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sale' thuộc chủ đề nào?"", 'answer': 'shopping'}"
261,happy,nghĩa cơ bản của 'happy',feelings,A2,I can use 'happy' in a simple sentence.,"Học từ 'happy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'happy' thuộc chủ đề nào?"", 'answer': 'feelings'}"
262,sad,nghĩa cơ bản của 'sad',feelings,A2,I can use 'sad' in a simple sentence.,"Học từ 'sad' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sad' thuộc chủ đề nào?"", 'answer': 'feelings'}"
263,angry,nghĩa cơ bản của 'angry',feelings,A2,I can use 'angry' in a simple sentence.,"Học từ 'angry' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'angry' thuộc chủ đề nào?"", 'answer': 'feelings'}"
264,afraid,nghĩa cơ bản của 'afraid',feelings,A2,I can use 'afraid' in a simple sentence.,"Học từ 'afraid' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'afraid' thuộc chủ đề nào?"", 'answer': 'feelings'}"
265,worried,nghĩa cơ bản của 'worried',feelings,A2,I can use 'worried' in a simple sentence.,"Học từ 'worried' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'worried' thuộc chủ đề nào?"", 'answer': 'feelings'}"
266,excited,nghĩa cơ bản của 'excited',feelings,A2,I can use 'excited' in a simple sentence.,"Học từ 'excited' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'excited' thuộc chủ đề nào?"", 'answer': 'feelings'}"
267,bored,nghĩa cơ bản của 'bored',feelings,A2,I can use 'bored' in a simple sentence.,"Học từ 'bored' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'bored' thuộc chủ đề nào?"", 'answer': 'feelings'}"
268,calm,nghĩa cơ bản của 'calm',feelings,A2,I can use 'calm' in a simple sentence.,"Học từ 'calm' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'calm' thuộc chủ đề nào?"", 'answer': 'feelings'}"
269,proud,nghĩa cơ bản của 'proud',feelings,A2,I can use 'proud' in a simple sentence.,"Học từ 'proud' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'proud' thuộc chủ đề nào?"", 'answer': 'feelings'}"
270,shy,nghĩa cơ bản của 'shy',feelings,A2,I can use 'shy' in a simple sentence.,"Học từ 'shy' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'shy' thuộc chủ đề nào?"", 'answer': 'feelings'}"
271,lonely,nghĩa cơ bản của 'lonely',feelings,A2,I can use 'lonely' in a simple sentence.,"Học từ 'lonely' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'lonely' thuộc chủ đề nào?"", 'answer': 'feelings'}"
272,hungry,nghĩa cơ bản của 'hungry',feelings,A2,I can use 'hungry' in a simple sentence.,"Học từ 'hungry' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'hungry' thuộc chủ đề nào?"", 'answer': 'feelings'}"
273,thirsty,nghĩa cơ bản của 'thirsty',feelings,A2,I can use 'thirsty' in a simple sentence.,"Học từ 'thirsty' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'thirsty' thuộc chủ đề nào?"", 'answer': 'feelings'}"
274,surprised,nghĩa cơ bản của 'surprised',feelings,A2,I can use 'surprised' in a simple sentence.,"Học từ 'surprised' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'surprised' thuộc chủ đề nào?"", 'answer': 'feelings'}"
275,nervous,nghĩa cơ bản của 'nervous',feelings,A2,I can use 'nervous' in a simple sentence.,"Học từ 'nervous' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'nervous' thuộc chủ đề nào?"", 'answer': 'feelings'}"
276,kind,nghĩa cơ bản của 'kind',feelings,A2,I can use 'kind' in a simple sentence.,"Học từ 'kind' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'kind' thuộc chủ đề nào?"", 'answer': 'feelings'}"
277,friendly,nghĩa cơ bản của 'friendly',feelings,A2,I can use 'friendly' in a simple sentence.,"Học từ 'friendly' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'friendly' thuộc chủ đề nào?"", 'answer': 'feelings'}"
278,quiet,nghĩa cơ bản của 'quiet',feelings,A2,I can use 'quiet' in a simple sentence.,"Học từ 'quiet' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'quiet' thuộc chủ đề nào?"", 'answer': 'feelings'}"
279,confident,nghĩa cơ bản của 'confident',feelings,A2,I can use 'confident' in a simple sentence.,"Học từ 'confident' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'confident' thuộc chủ đề nào?"", 'answer': 'feelings'}"
280,safe,nghĩa cơ bản của 'safe',feelings,A2,I can use 'safe' in a simple sentence.,"Học từ 'safe' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'safe' thuộc chủ đề nào?"", 'answer': 'feelings'}"
281,phone,nghĩa cơ bản của 'phone',technology,A2,I can use 'phone' in a simple sentence.,"Học từ 'phone' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'phone' thuộc chủ đề nào?"", 'answer': 'technology'}"
282,computer,nghĩa cơ bản của 'computer',technology,A2,I can use 'computer' in a simple sentence.,"Học từ 'computer' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'computer' thuộc chủ đề nào?"", 'answer': 'technology'}"
283,laptop,nghĩa cơ bản của 'laptop',technology,A2,I can use 'laptop' in a simple sentence.,"Học từ 'laptop' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'laptop' thuộc chủ đề nào?"", 'answer': 'technology'}"
284,screen,nghĩa cơ bản của 'screen',technology,A2,I can use 'screen' in a simple sentence.,"Học từ 'screen' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'screen' thuộc chủ đề nào?"", 'answer': 'technology'}"
285,keyboard,nghĩa cơ bản của 'keyboard',technology,A2,I can use 'keyboard' in a simple sentence.,"Học từ 'keyboard' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'keyboard' thuộc chủ đề nào?"", 'answer': 'technology'}"
286,mouse,nghĩa cơ bản của 'mouse',technology,A2,I can use 'mouse' in a simple sentence.,"Học từ 'mouse' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'mouse' thuộc chủ đề nào?"", 'answer': 'technology'}"
287,internet,nghĩa cơ bản của 'internet',technology,A2,I can use 'internet' in a simple sentence.,"Học từ 'internet' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'internet' thuộc chủ đề nào?"", 'answer': 'technology'}"
288,website,nghĩa cơ bản của 'website',technology,A2,I can use 'website' in a simple sentence.,"Học từ 'website' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'website' thuộc chủ đề nào?"", 'answer': 'technology'}"
289,app,nghĩa cơ bản của 'app',technology,A2,I can use 'app' in a simple sentence.,"Học từ 'app' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'app' thuộc chủ đề nào?"", 'answer': 'technology'}"
290,message,nghĩa cơ bản của 'message',technology,A2,I can use 'message' in a simple sentence.,"Học từ 'message' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'message' thuộc chủ đề nào?"", 'answer': 'technology'}"
291,photo,nghĩa cơ bản của 'photo',technology,A2,I can use 'photo' in a simple sentence.,"Học từ 'photo' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'photo' thuộc chủ đề nào?"", 'answer': 'technology'}"
292,video,nghĩa cơ bản của 'video',technology,A2,I can use 'video' in a simple sentence.,"Học từ 'video' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'video' thuộc chủ đề nào?"", 'answer': 'technology'}"
293,music,nghĩa cơ bản của 'music',technology,A2,I can use 'music' in a simple sentence.,"Học từ 'music' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'music' thuộc chủ đề nào?"", 'answer': 'technology'}"
294,file,nghĩa cơ bản của 'file',technology,A2,I can use 'file' in a simple sentence.,"Học từ 'file' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'file' thuộc chủ đề nào?"", 'answer': 'technology'}"
295,download,nghĩa cơ bản của 'download',technology,A2,I can use 'download' in a simple sentence.,"Học từ 'download' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'download' thuộc chủ đề nào?"", 'answer': 'technology'}"
296,upload,nghĩa cơ bản của 'upload',technology,A2,I can use 'upload' in a simple sentence.,"Học từ 'upload' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'upload' thuộc chủ đề nào?"", 'answer': 'technology'}"
297,password,nghĩa cơ bản của 'password',technology,A2,I can use 'password' in a simple sentence.,"Học từ 'password' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'password' thuộc chủ đề nào?"", 'answer': 'technology'}"
298,account,nghĩa cơ bản của 'account',technology,A2,I can use 'account' in a simple sentence.,"Học từ 'account' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'account' thuộc chủ đề nào?"", 'answer': 'technology'}"
299,button,nghĩa cơ bản của 'button',technology,A2,I can use 'button' in a simple sentence.,"Học từ 'button' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'button' thuộc chủ đề nào?"", 'answer': 'technology'}"
300,click,nghĩa cơ bản của 'click',technology,A2,I can use 'click' in a simple sentence.,"Học từ 'click' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'click' thuộc chủ đề nào?"", 'answer': 'technology'}"
301,word,từ,learning,A2,I can use 'word' in a simple sentence.,"Học từ 'word' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'word' thuộc chủ đề nào?"", 'answer': 'learning'}"
302,sentence,câu,learning,A2,I can use 'sentence' in a simple sentence.,"Học từ 'sentence' bằng 3 bước: nghe mẫu, đặt một câu ngắn, rồi ôn lại trong quiz bọt biển.","{'question': ""'sentence' thuộc chủ đề nào?"", 'answer': 'learning'}"
